SEQNOS,FIRE_INVOLVED,FIRE_EXTINGUISHED,ANY_EVACUATIONS,NUMBER_EVACUATED,WHO_EVACUATED,RADIUS_OF_EVACUATION,ANY_INJURIES,NUMBER_INJURED,NUMBER_HOSPITALIZED,ANY_FATALITIES,NUMBER_FATALITIES,ANY_DAMAGES,DAMAGE_AMOUNT,AIR_CORRIDOR_CLOSED,AIR_CORRIDOR_DESC,AIR_CLOSURE_TIME,WATERWAY_CLOSED,WATERWAY_DESC,WATERWAY_CLOSURE_TIME,ROAD_CLOSED,ROAD_DESC,ROAD_CLOSURE_TIME,CLOSURE_DIRECTION,MAJOR_ARTERY,TRACK_CLOSED,TRACK_DESC,TRACK_CLOSURE_TIME,MEDIA_INTEREST,MEDIUM_DESC,ADDITIONAL_MEDIUM_INFO,BODY_OF_WATER,TRIBUTARY_OF,NEAREST_RIVER_MILE_MAKER,RELEASE_SECURED,ESTIMATED_DURATION_OF_RELEASE,RELEASE_RATE,DESC_REMEDIAL_ACTION,STATE_AGENCY_ON_SCENE,STATE_AGENCY_REPORT_NUM,OTHER_AGENCY_NOTIFIED,WEATHER_CONDITIONS,AIR_TEMPERATURE,WIND_SPEED,WIND_DIRECTION,WATER_SUPPLY_CONTAMINATED,SHEEN_SIZE,SHEEN_COLOR,DIRECTION_OF_SHEEN_TRAVEL,SHEEN_ODOR_DESCRIPTION,WAVE_CONDITION,CURRENT_SPEED,CURRENT_DIRECTION,WATER_TEMPERATURE,TRACK_CLOSE_DIR,EMPL_FATALITY,PASS_FATALITY,COMMUNITY_IMPACT,WIND_SPEED_UNIT,EMPLOYEE_INJURIES,PASSENGER_INJURIES,OCCUPANT_FATALITY,CURRENT_SPEED_UNIT,ROAD_CLOSURE_UNITS,TRACK_CLOSURE_UNITS,SHEEN_SIZE_UNITS,ADDITIONAL_INFO,STATE_AGENCY_NOTIFIED,FEDERAL_AGENCY_NOTIFIED,NEAREST_RIVER_MILE_MARKER,SHEEN_SIZE_LENGTH,SHEEN_SIZE_LENGTH_UNITS,SHEEN_SIZE_WIDTH,SHEEN_SIZE_WIDTH_UNITS,OFFSHORE,DURATION_UNIT,RELEASE_RATE_UNIT,RELEASE_RATE_RATE,PASSENGERS_TRANSFERRED
1200940,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,BALLAST,BALLAST,,,,Y,,,CONTRACTOR HAS BEEN HIRED,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1200941,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,TO THE AIR,,,,Y,,,THE CALLER STATES THAT THE TOWER IS ISOLATED.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,////THIS IS AN UPDATE TO INCIDENT REPORT NUMBER 1200042////,LEPC,,,,,,,N,,,,NO
1200943,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,Y,24,,FLARED UNTIL SOURCE COULD BE IDENTIFIED AND REPAIRS WERE MADE.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,HOUR,,,NO
1200944,Y,Y,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,LOW,WATER,MIAMI,MIAMI RIVER,BISCAYNE BAY,,U,,,"BOOMS APPLIED, FD ON-SCENE, PD WILL HANDLE SALVAGE AND REMOVAL","FD, PD",18000489,,RAINY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1200945,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,LAND,LANDFILL/RETENTION POND,,,,N,,,"BOOMS APPLIED, CONTRACTOR HAS BEEN HIRED",,,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,,OR STATE DEQ,,,,,,,N,,,,NO
1200946,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,GROUND,,,,Y,,,"HEPACO WAS HIRED FOR CLEAN UP BY THE RAILROAD COMPANY, US STEEL WILL ALSO PROVIDE CLEAN UP AS WELL.",,18-00008,,,,,,U,,,,,,,,,,,,,,,,,,,,,FLASHERS AND BELLS WERE AT THE CROSSING.,AL EMA,,,,,,,N,,,,NO
1200947,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,Y,,,SHUT DOWN COMPRESSOR. VALVE WAS RESET AND COMPRESSOR WAS RETURNED TO SERVICE.,,,,CLEAR,-4,,,U,,,,,,,,,,,,,,,,,,,,,/// UPDATE TO NRC INCIDENT REPORT #1200873 ///,,,,,,,,N,,,,NO
1200948,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,ONTO THE GROUND,,,,U,,,NONE,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1200949,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,RAIL REPORT (N/A),EQUIPMENT MALFUNCTION,,,,U,,,"60 PEOPLE WERE EVACUATED FROM THE TRAIN, TRAIN WAS RESCUED BY A LOCOMOTIVE.",,,,,,,,U,,,,,,,,,,,,,,,,,,,,,TRAIN WAS DELAYED FOR 25 MINUTES AND 60 PASSENGERS WERE TRANSFERRED TO ANOTHER TRAIN. TRACK HAS SINCE BEEN REOPENED.,,,,,,,,N,,,,YES
1200951,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,CARRABELLE RIVER,CARRABELLE RIVER,ST GEORGE SOUND,,N,,,FWC ON-SCENE,,,,SUNNY,44,,,U,,REDDISH,,DIESEL,,,,,,,,,,,,,,,,,,,USCG SECMOB,,10,FEET,8,FEET,N,,,,NO
1200952,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,HOUSTON SHIP CHANNEL,HOUSTON SHIP CHANNEL,,,U,,,CALLER REPORTS PLACING A SMALL BOAT IN THE WATER PUTTING OUT BOOM.,,,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,30,FEET,10,FEET,N,,,,NO
1200953,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,ASPHALT,,,,Y,,,"PUMP SHUT-DOWN, DIVERTED SEWERS IN AREA TO WATER TREATMENT SYSTEM.",,,,CLEAR,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1200954,N,U,N,,,,N,,,Y,1,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,NON-RELEASE (N/A),GRADE CROSSING ACCIDENT,,,,U,,,INVESTIGATION UNDERWAY,COUNTY SHERIFF,,,,,,,U,,,,,,,,,,,,,,,,1,,,,,,"UT DOT, LOCAL SHERIFF",,,,,,,N,,,,NO
1200955,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,WHITE LAKE,WHITE LAKE,,,Y,,,"NONE, SHEEN DISSIPATED NATURALLY, LEAK WAS SECURED.",,,,,,,,U,,SILVERY,,,,,,,,,,,,,,,,,,,,,,,40,FEET,12,FEET,N,,,,NO
1200956,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,OTHER,CONTAINMENT VESSEL,,,,U,,,ON-SITE PERSONNEL COMPLETED REMEDIATION,,9,,,,,,U,,,,,,,,,,,,,,,,,,,,,,TEMA,,,,,,,N,,,,NO
1200957,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,UNKNOWN SURFACE,,,,U,,,CONTRACTOR CONDUCTING CLEANUP,,10,,,,,,U,,,,,,,,,,,,,,,,,,,,,,"TEMA, TDEQ",,,,,,,N,,,,NO
1200958,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,ONTO THE GROUND NEAR RAIL TRACKS,,,,Y,,,CLEAN UP IS UNDERWAY BY A CONTRACTOR.,,10,,,,,,U,,,,,,,,,,,,,,,,,,,,,,TEMA,,,,,,,N,,,,NO
1200959,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,NECHES RIVER,NECHES RIVER,,,Y,,,"OIL PADS AND DIAPERS WERE USED ON THE BACK DECK  OF THE VESSEL, HOSE WILL BE REPLACED TOMORROW.",,,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1200960,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,TO THE ATMOSPHERE,,,,Y,,,DEFECTIVE CONTROL PANEL RELAY WAS IDENTIFIED AND REPLACED.,,,,,-14,,,U,,,,,,,,,,,,,,,,,,,,,///48 HOUR UPDATE///  REPORTING PARTY IS UPDATING THE AMOUNT OF NATURAL GAS RELEASED AND THE AIR TEMPERATURE AT THE TIME OF THE INCIDENT.////  UPDATE TO REPORT NUMBER  200878.///,PA DEP,FERC (BY EMAIL),,,,,,N,,,,NO
1200961,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,,,,,N,,,"FD, REDUCING PRESSURE IN LINE, PERIMETER MONITORING",,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,"LASP, LADEQ",,,,,,,N,,,,NO
1200962,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,UNNAMED TRIBUTARY OF WET CANYON,UNNAMED TRIBUTARY OF WET CANYON,WET CANYON,,Y,,,"BOOMS APPLIED, CLEAN UP CREW WILL BE ONSITE TOMORROW.",,2018-0002,,,,,,U,,,,,,,,,,,,,,,,,,,,,,"CDPHE, COGCC",,,,,,,N,,,,NO
1200963,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,HOLDING POND,HOLDING POND,LOUISE CREEK AND HARRIS CREEK),,N,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1200964,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,HOUSTON SHIP CHANNEL,HOUSTON SHIP CHANNEL,,,Y,,,"TERMINAL RESPONDED WITH A CLEAN UP CONTRACTOR, CLEAN UP IS UNDERWAY.",,,,,,,,U,,,,,,,,,,,,,,,,,,,,,RP WILL NOTIFY THE TGLO AFTER THIS CALL.,,,,,,,,N,,,,NO
1200965,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,PUMP B,PUMP B,CLEAR WATER RIVER,,U,,,"BOOMS DEPLOYED, ABSORBANTS DEPLOYED",,,,CLEAR,28,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1200966,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,ROADWAY,,,,U,,,INVESTIGATION UNDERWAY,,,,,41,,,U,,,,,,,,,,,,,,,,,,,,,,,USCG,,,,,,N,,,,NO
1200967,N,U,N,,,,U,,,U,,N,,N,,,N,,,N,,,,N,U,,,UNKNOWN,LAND,PAVEMENT,,,,Y,,,A CLEANING CONTRACTOR WILL CONDUCT REMEDIATION.,LOCAL OEM,25038,,CLEAR,22,,,U,,,,,,,,,,,,,,,,,,,,,,AR OEM,,,,,,,N,,,,NO
1200968,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,UPPER MISSISSIPPI RIVER,UPPER MISSISSIPI RIVER,,,Y,,,STOP PUMPING AND DEPLOYED ABSORBANTS.,,,,,,,,U,,SILVERY,,,,,,,,,,,,,,,,,,,,,,196,2,FEET,2,FEET,N,,,,NO
1200969,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,/ ATMOSPHERE,,,,Y,8,,MADE NOTIFICATION.  GENERATORS WERE RESTARTED.,,,,PARTLY CLOUDY,19,,,U,,,,,,,,,,,,,,,,,,,,,CALLER WILL BE MAKING STATE NOTIFICATIONS.,,,,,,,,N,HOUR,,,NO
1200970,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,"/ STORM DRAIN, ASPHALT",STORM DRAIN,,,Y,,,MADE NOTIFICATION.  CONTRACTORS ARE ENROUTE FOR CLEAN UP.,,,,PARTLY CLOUDY,10,,,U,,,,,,,,,,,,,,,,,,,,,,IDEM,,,,,,,N,,,,NO
1200971,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,PAVEMENT/// STORM DRAIN,,,,Y,,,A RESPONSE CONTRACTOR IS BEING MOBILIZED.,,,,CLEAR,10,,,U,,,,,,,,,,,,,,,,,,,,,,"LOCAL PD, PHILADELPHIA WATER DEPT",,,,,,,N,,,,NO
1200972,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,INTRACOASTAL,INTRACOASTAL,,,U,,,,PD,,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,PD,,,,,,,N,,,,NO
1200973,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,,,,,Y,,,MADE NOTIFICATION.,,,,PARTLY CLOUDY,22,,,U,,,,,,,,,,,,,,,,,,,,,CALLER HAD LIMITED INFORMATION.,,,,,,,,N,,,,NO
1200974,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,WATER,DANIA CUTOFF CANAL,DANIA CUTOFF CANAL,INTERCOASTAL WATERWAY,,U,,,,,,,RAINY,,,,U,,UNKNOWN,,DIESEL,,,,,,,,,,,,,,,,,LOCAL FD COULD NOT FIND SOURCE SINCE IT WAS NOT PUMPING OUT WHILE ON SCENE.,LOCAL FD,,,350,FEET,100,FEET,N,,,,NO
1200975,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,MINGO CREEK,MINGO CREEK,,,Y,,,"VAC TRUCK USED, CONTRACTOR HAS BEEN HIRED",,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1200976,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,WATER,STORM DRAIN,STORM DRAIN,,,Y,,,",ABSORBENTS APPLIED, CONTRACTOR HAS BEEN HIRED AND ENROUTE.",,,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,,MD DEPT OF ENVIROMENT,,,,,,,N,,,,NO
1200977,Y,Y,Y,4,PRIVATE CITIZENS,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,Y,,,"//THIS IS A 48 HOUR PHMSA UPDATE TO REPORT NUMBER 1200886// GAS WAS SHUT-OFF AT 0545., INVESTIGATION IS UNDERWAY.",,,,,,,,U,,,,,,,,,,,,,,,,,,,,,//THIS IS A 48 HOUR PHMSA UPDATE TO REPORT NUMBER 1200886// THE RP WILL NOTIFY TX-RRC.,,,,,,,,N,,,,NO
1200978,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,WATER,STORM DRAIN,STORM DRAINS,,,Y,,,"BOOMS APPLIED TO BLOCK STORM DRAINS, ABSORBENTS APPLIED, VAC TRUCK USED, SECURED OPERATIONS, CLEAN UP UNDERWAY, CONTRACTOR HAS BEEN HIRED.",LOCAL FD,,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,,"LOCAL FD, AL DEM",EPA,,,,,,N,,,,NO
1200979,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,N,,,INVESTIGATION UNDERWAY,,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1200981,N,U,N,,,,N,,,N,,Y,200000,N,,,N,,,N,,,,N,N,,,UNKNOWN,BALLAST,,,,,Y,,,CALLER STATED THEY SENT OUT A REMEDIATION TEAM TO CLEAN UP THE AREA. CALLER STATED INVESTIGATION IS STILL ON GOING.,,218-1,,,,,,U,,,,,,,,,,,,,,,,,,,,,MO DOT ADDITIONAL CASE NUMBER IS 1001021720RSM,MO DOT,,,,,,,N,,,,NO
1200982,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,N,2,,INVESTIGATION UNDERWAY,,275516,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,TCEQ,,,,,,,N,DAY,,,NO
1200983,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,WATER,GULF OF MEXICO,GULF OF MEXICO,,,Y,,,CLOSE MANUAL VALVE ON SKIMMER.,,,,UNKNOWN,,,,U,,SILVERY,,,,,,,,,,,,,,,,,,,,,,,300,FEET,30,FEET,Y,,,,NO
1200985,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,WARRIOR TOMBIGBEE RIVER,WARRIOR TOMBIGBEE RIVER,,,U,,,CALLER STATED NO ACTIONS IS BEING TAKEN AT THIS TIME.,,,,,,,,U,,RAINBOW,S,,,,,,,,,,,,,,,,,,,,USCG,,1500,FEET,1000,FEET,N,,,,NO
1200986,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,LAND,SOIL,,,,Y,,,REPAIRS MADE. WAITING ON REMEDIATION CREW.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,LEASE NAME IS NORTH BURBANK UNIT. NEAREST WELL IS 3-1.,,BUEREAU OF INDIAN AFFAIRS,,,,,,N,,,,NO
1200987,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,,,,,Y,,,"BOOMS APPLIED, SECURED OPERATIONS, CLEAN UP UNDERWAY",,,,OVERCAST,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1200988,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,KETCHAMS CREEK,KETCHAMS CREEK,,,U,,,CALLER STATED USCG AND NY DEC WILL BE RESPONDING TODAY.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,NY DEC,USCG,,,,,,N,,,,NO
1200989,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,WATER,GULF OF MEXICO,GULF OF MEXICO,,,Y,,,RECOVER ROV AND REPAIR.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,HYDRAULIC OIL NOT OBSERVED AT SURFACE AND NOT RECOVERABLE.,,,,,,,,Y,,,,NO
1200991,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,SOIL,SOIL AND VEGETATION,,,,Y,,,CALLER STATED THEY BUILT TWO SMALL EARTHEN DAMS AND REMOVED ALL STANDING FLUID. CALLER STATED WHEN TEMPERATURE GETS ABOVE FREEZING THEY WILL FLUSH THE EFFECTED AREA AND REMOVE THE FLUSHED WATER.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1200992,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,GULF OF MEXICO,GULF OF MEXICO,,,Y,,,INVESTIGATION UNDERWAY,,,,PARTLY CLOUDY,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,NO
1200993,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,BALLAST,,,,,N,,,PLACED BUCKETS UNDERNEATH.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,"LOCAL FD & PD, NY DEC & DOT",,,,,,,N,,,,NO
1200994,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,,,,,Y,,,CLEAN UP UNDERWAY,,18-00049,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,STATE POLICE,,,,,,,N,,,,NO
1200995,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,ONTO AN ASPHALT SURFACE,,,,Y,,,"ABSORBENTS APPLIED, CLEANUP COMPLETED",,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1200996,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,RACCOON CREEK,RACCOON CREEK,,,Y,,,"BOOMS APPLIED, ABSORBENTS APPLIED",,,,PARTLY CLOUDY,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1200997,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,LAND,CONCRETE/STORM DRAIN,,,,Y,,,RECOVERING WATER AND ICE. WILL REMEDIATE SOIL WITH STATE OVERSIGHT,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,OVER 2000 GALLONS HAS BEEN RECOVERED AT THIS TIME WITH APPROXIMATELY 15% OF RECOVERY COMPLETED.,,,,,,,,N,,,,NO
1200999,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,GRAVEL,,,,N,,,"CONTRACTOR ON-SITE FOR CLEANUP, FD RESPONDING",FD,1801EPA0010,,,14,,,U,,,,,,,,,,,,,,,,,,,,,,OHEPA,,,,,,,N,,,,NO
1201000,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,GULF OF MEXICO,GULF OF MEXICO,,,U,,,,,,,PARTLY CLOUDY,,,,N,,SILVERY,,,,,,,,,,,,,,,,,,,,,,,.7,MILES,.4,MILES,Y,,,,NO
1201001,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,CALCASIEU RIVER,CALCASIEU RIVER,,,Y,,,"BOOMS APPLIED, INVESTIGATION UNDERWAY",,,,CLEAR,,7,N,U,,,,,,,,,,,,,MPH,,,,,,,,,,,,,,,,N,,,,NO
1201004,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,INLET OF THE INDIAN RIVER,INLET OF THE INDIAN RIVER,,,U,,,CALLER STATED NO ACTIONS ARE BEING TAKEN AT THIS TIME.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1201005,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,NON-RELEASE (N/A),COLUMBIA RIVER,,,,U,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1201006,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,BOUGE SOUND,BOUGE SOUND,,,U,,,,,,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,CALLER STATED THE VESSEL IS ON THE BOTTOM.,,USCG MOREHEAD CITY,,100,FEET,20,FEET,N,,,,NO
1201007,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,OTHER,DITCH,CALCASIEU RIVER,,,Y,,,CALLER STATED THEY ARE IN PUTTING BOOM AND ABSORBANTS IN THE DITCH.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1201008,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,WATER,ISLE OF WIGHT,ISLE OF WIGHT,ATLANTIC OCEAN,,Y,,,"BOOMS APPLIED, ABSORBENTS APPLIED, MATERIAL CONTAINED,CLEANUP COMPLETED.",,,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,5,YARDS,5,YARDS,N,,,,NO
1201009,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,WATER,GASTINEAU CHANNEL,GASTINEAU CHANNEL,PACIFIC OCEAN,,N,,,DIVERS ON WAY.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1201010,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,Y,,,CALLER STATED THE PRV RECEDED AND AN INVESTIGATION IS UNDERWAY.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1201011,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,BALLAST,,,,,Y,,,TOM'S CREEK PERSONNEL WILL CLEAN UP THE RELEASE.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1201012,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,ASPHALT,,,,Y,,,CALLER STATED IN PROCESS OF APPLYING DRY SWEEP AND CALIFORNIA HIGHWAY PATROL WAS DISPATCHED TO CONTROL THE TRAFFIC IN THE AREA. CALLER STATED THE SPILL IS CONTAINED.,CALIFORNIA HIGHWAY PATROL,18-0035,,,,,,U,,,,,,,,,,,,,,,,,,,,,,CALIFORNIA HIGHWAY PATROL AND CAL OES,,,,,,,N,,,,NO
1201014,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,BERKELEY MARINA,BERKELEY MARINA,SAN FRANCISCO BAY,,U,,,NONE,,,,RAINY,60,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,1,MILES,1,MILES,N,,,,NO
1201015,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,Y,,, //THIS IS A UPDATE TO REPORT NUMBER 1200781//,,,,,,,,U,,,,,,,,,,,,,,,,,,,,, //THIS IS A UPDATE TO REPORT NUMBER 1200781//,,,,,,,,N,,,,NO
1201016,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,GULF OF MEXICO,GULF OF MEXICO,,,U,,,NONE,,,,CLEAR,41,,,U,,DARK BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1201017,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,NON-RELEASE (N/A),AUKE BAY,,,,U,,,IDENTIFY RESPONSIBLE PARTY.,,,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1201018,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,Y,,,//THIS IS A 48 HOUR PHMSA UPDATE TO REPORT NUMBER 1200909// NOTIFIED STATE PD.  SYSTEM IS BEING REPAIRED.,,18-00012,,,,,,U,,,,,,,,,,,,,,,,,,,,,//THIS IS A 48 HOUR PHMSA UPDATE TO REPORT NUMBER 1200909//,LA STATE POLICE,,,,,,,N,,,,NO
1201019,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,UNNAMED CREEK,UNNAMED CREEK,SALT CREEK,,Y,,,"SHUT-IN WELLS, BUILT TEMPORARY CONTAINMENT PIT, DRAINING PIPELINE, SCHEDULING REPAIR OF THE BEND.",,,,SUNNY,11,14,S,U,,,,,,,,,,,,,MPH,,,,,,,,,,,,,,,,N,,,,NO
