SEQNOS,DESCRIPTION_OF_INCIDENT,TYPE_OF_INCIDENT,INCIDENT_CAUSE,INCIDENT_DATE_TIME,INCIDENT_DTG,INCIDENT_LOCATION,LOCATION_ADDRESS,LOCATION_STREET1,LOCATION_STREET2,LOCATION_NEAREST_CITY,LOCATION_STATE,LOCATION_COUNTY,LOCATION_ZIP,DISTANCE_FROM_CITY,DISTANCE_UNITS,DIRECTION_FROM_CITY,LAT_DEG,LAT_MIN,LAT_SEC,LAT_QUAD,LONG_DEG,LONG_MIN,LONG_SEC,LONG_QUAD,LOCATION_SECTION,LOCATION_TOWNSHIP,LOCATION_RANGE,POTENTIAL_FLAG
1200943,CALLER STATED NITRIC OXIDE RELEASED TO THE AIR DUE TO HIGH HYDROGEN SULFIDE IN THE GAS STREAM. THE EXACT CAUSE OF THE RELEASE IS UNKNOWN AT THIS TIME.,FIXED,UNKNOWN,12/31/17 5:00,OCCURRED,GRASSLAND FACILITY (FACILITY BORDERS MT / ND STATE LINE),16001 BEENIE PEER RD,,,SIDNEY,ND,MCKENZIE,59270,,,,,,,,,,,,,,,N
1200944,CALLER IS REPORTING THAT DUE TO AN EXPLOSION AND FIRE ON THREE VESSELS THERE WAS A DISCHARGE OF UNKNOWN HAZARDOUS MATERIALS INTO THE WATER.,VESSEL,EXPLOSION,1/2/18 13:24,OCCURRED,,2115 NW 12 STREET,,,MIAMI,FL,DADE,,,,,,,,,,,,,,,,N
1200945,CALLER IS REPORTING A 60 GALLON DISCHARGE OF HYDRAULIC OIL INTO A RETENTION POND DUE TO EQUIPMENT FAILURE OF A HYDRAULIC LINE ON A STORAGE TANK FOR A MOBILE COMPOST TURNER.,MOBILE,EQUIPMENT FAILURE,1/2/18 12:20,DISCOVERED,,29969 CAMP ADAIR RD,,,MONMOUTH,OR,BENTON,97361,,,,,,,,,,,,,,,N
1200946,CALLER STATED TRACK EQUIPMENT WAS REPLACING TIES ON THE RAILS WHEN IT WAS STRUCK BY AN 18 WHEELER AT A GRADE CROSSING. THIS CAUSED A  RELEASE OF OIL AND ANTI FREEZE FROM THE TRUCK AND EQUIPMENT ONTO THE GROUND.,RAILROAD,OTHER,1/2/18 14:22,OCCURRED,ROAD GOING INTO THE US STEEL PLANT,MP: 0LB398.5,SUB: BIRMINGHAM MINERAL,,FAIRFIELD,AL,JEFFERSON,,,,,,,,,,,,,,,,N
1200947,"/// UPDATE TO NRC INCIDENT REPORT #1200873 ///

THIS IS A 48 HOUR PHMSA REQUIRED UPDATE.

UPDATE: CALLER REPORTS THE TOTAL QUANITY RELEASED IS 26.6 MIL CBF.

UPDATED COMPANY NAME: REMOVED LNG

ORIGINAL REPORT: CALLER REPORTED THAT APPROXIMATELY 14.5 MILLION CUBIC FEET OF NATURAL GAS WAS  RELEASED TO THE ATMOSPHERE FROM A FAILED BLOW DOWN VALVE ON A COMPRESSOR, AT A GAS  COMPRESSOR FACILITY.

/// UPDATE TO NRC INCIDENT REPORT #1200873 ///
",FIXED,EQUIPMENT FAILURE,12/31/17 20:47,OCCURRED,SEE LAT AND LONG,,,,CHANNAHON,IL,WILL,,,,,41,27,1,N,88,11,4,W,,,,N
1200948,CALLER STATED THERE IS A 500 GALLON TOTE ON THE SIDE OF THE ROAD LEAKING MATERIALS ONTO THE GROUND.,STORAGE TANK,UNKNOWN,1/2/18 14:15,DISCOVERED,INTERSECTION OF HWY 115 AND HWY 181,HWY 115 AND HWY 181,,,ANDREWS,TX,ANDREWS,,,,,,,,,,,,,,,,N
1200949,CALLER STATED DUE TO EQUIPMENT BREAKDOWN ON A PASSENGER TRAIN (434 / 738) 60 PASSENGERS WERE EVACUATED / TRANSFERRED FROM THE TRAIN TO ANOTHER TRAIN.,RAILROAD NON-RELEASE,EQUIPMENT FAILURE,1/2/18 14:50,OCCURRED,IN BETWEEN JEFFERSON AND TEMPLE UNIVERSITY STATIONS,,,,PHILADELPHIA,PA,PHILADELPHIA,,,,,,,,,,,,,,,,N
1200951,CALLER IS REPORTING THAT A FISHING VESSEL SANK AT ITS MOORINGS. FWC REPORTS THAT THERE IS AN UNKNOWN MATERIAL IN THE WATER WITH A RED COLORED SHEEN AND A STRONG ODOR OF DIESEL.,VESSEL,VESSEL SINKING,1/2/18 14:00,DISCOVERED,,CARRABELLE RIVER,SEE LAT/LONG,BEHIND HARRY'S A PACKING,CARRABELLE,FL,FRANKLIN,,,,,29,15,1,N,84,40,12,W,,,,N
1200952,CALLER REPORTS A RELEASE OF APPROXIMATELY 3 GALLONS OF STYRENE INTO THE WATER CAUSED BY AN UNKNOWN LEAK ABOARD A VESSEL AT A DOCK.,VESSEL,UNKNOWN,1/2/18 14:35,DISCOVERED,,2759 INDEPENDENCE PARKWAY,,,DEER PARK,TX,HARRIS,77536,,,,,,,,,,,,,,,N
1200953,"CALLER IS REPORTING THAT THERE WAS A RELEASE OF SODIUM HYPOCHLORITE WAS DISCOVERED LATE ON FRIDAY EVENING. THE NEXT MORNING, OPERATORS SUSPECTED THAT THE MATERIAL CAME FROM A PIPE ON SITE. THE OPERATOR SHUT DOWN THE PUMP SERVING THE PIPE.",FIXED,EQUIPMENT FAILURE,12/30/17 7:00,DISCOVERED,,2323 WEST MILL PLAIN BLVD,,,VANCOUVER,WA,CLARK,,,,,,,,,,,,,,,,N
1200954,CALLER STATED A FREIGHT TRAIN STRUCK A GARBAGE TRUCK AT A GRADE CROSSING.   CALLER STATED THERE WAS ONE FATALITY INVOLVED IN THIS INCIDENT.,RAILROAD NON-RELEASE,OTHER,1/2/18 14:09,OCCURRED,SHEEP LANE,MP: 708.37,SD: SHARP,,NEPHI,UT,JUAB,,,,,,,,,,,,,,,,N
1200955,CALLER IS REPORTING A RELEASE OF MOTOR OIL FROM A SMALL DRIP IN A DRAIN LINE ASSOCIATED WITH THE COMPRESSOR DECK ON A PLATFORM.,PLATFORM,EQUIPMENT FAILURE,1/2/18 15:00,OCCURRED,WEST WHITE LAKE B FACILITY,101 LA RUE FRANCE,SUITE 406,,LAFAYETTE,LA,VERMILION,70508,,,,29,45,22,N,92,33,22,W,,,,N
1200956,"TEMA RECEIVED A REPORT OF A RELEASE OF 30,000 GALLONS OF DILUTED HYDROGEN PEROXIDE INTO A CONTAINMENT VESSEL DUE TO OPERATOR ERROR.",FIXED,OPERATOR ERROR,12/23/17 12:00,OCCURRED,,1585 HARBOR AVE,,,MEMPHIS,TN,SHELBY,,,,,,,,,,,,,,,,N
1200957,"CALLER IS REPORTING THAT DUE TO AN OVERFLOW OF A RAILCAR, TDETN4 WAS RELEASED ONTO THE GROUND. THE CAUSE OF THE OVERFLOW IS UNKNOWN.",RAILROAD,UNKNOWN,1/2/18 12:29,OCCURRED,,1585 HARBOR AVE,,,MEMPHIS,TN,SHELBY,,,,,,,,,,,,,,,,N
1200958,CALLER STATED DUE TO AN OVERFLOW THERE WAS A SPILL OF MATERIALS AT THE CHEMICAL FACILITY FROM A RAIL CAR.  CALLER STATED THE MATERIAL WAS BEING PUMPED OUT OF A RAIL CAR.   THE SPILL WENT ONTO THE GROUND NEAR RAIL TRACKS.,RAILROAD,OVER PRESSURING,12/29/17 6:00,OCCURRED,,1585 HARBOR AVE,,,MEMPHIS,TN,SHELBY,38113,,,,,,,,,,,,,,,N
1200959,CALLER STATED THAT AN OUTBOARD MOTOR ON A WORK BOAT HAD A HOSE THAT LEAKED HYDRAULIC OIL ONTO THE BACK DECK OF THE VESSEL AND OVER THE SIDE INTO THE WATER.,VESSEL,EQUIPMENT FAILURE,1/2/18 16:30,OCCURRED,,2600 AMOCO ROAD,,,BEAUMONT,TX,JEFFERSON,77705,,,,,,,,,,,,,,,N
1200960,"////48 HOUR UPDATE/// INCIDENT REPORT NUMBER 1200878////
CALLER STATED DUE TO AN EMERGENCY SHUTDOWN OF A COMPRESSION STATION THERE WAS A RELEASE OF NATURAL GAS.

CALLER IS UPDATING INCIDENT REPORT 1200878 WITH THE AMOUNT OF NATURAL GAS RELEASED.   THE AMOUNT RELEASED WAS UNKNOWN AT THE TIME OF INITIAL REPORT. CALLER STATED THE AMOUNT RELEASED 714,000 STANDARD CUBIC FEET.

PREVIOUS DESCRIPTION OF INCIDENT  

CALLER REPORTED THAT AN UNKNOWN AMOUNT OF NATURAL GAS WAS RELEASED TO THE ATMOSPHERE FROM A COMPRESSOR AT AN UNDERGROUND STORAGE FACILITY/TRANSMISSION  PIPELINE.  CALLER STATED THE PURPOSE OF THE REPORT IS DUE TO THE FACILITY SHUT DOWN, AS THEY DO NOT BELIEVE THE AMOUNT OF NATURAL GAS RELEASED MEETS THE  REPORTABLE QUANTITY.
 
UPDATED INCIDENT REPORT NUMBER 1200960",PIPELINE,EQUIPMENT FAILURE,1/1/18 3:08,OCCURRED,,188 ROSE LAKE ROAD,,,GENESEE,PA,POTTER,16923,,,,,,,,,,,,,,,N
1200961,"CALLER IS REPORTING THAT THERE HAS BEEN A RELEASE OF 1,3 BUTADIENE FROM A STATION LINE IN THE OLENSINS AREA. THE PLANT FIRE DEPARTMENT IS ON SCENE. OPERATORS ARE ATTEMPTING TO SECURE THE RELEASE BY REDUCING THE PRESSURE IN THE LINE.",FIXED,UNKNOWN,1/2/18 16:20,OCCURRED,,4999 SCENIC HWY,,,BATON ROUGE,LA,E. BATON ROUGE,70805,,,,,,,,,,,,,,,N
1200962,CALLER STATED THERE WAS A SPILL OF PRODUCED WATER AND LUBE OIL FROM A STORAGE TANK DUE TO UNKNOWN CAUSES AT THE INCIDENT LOCATION.  THE SPILL WENT INTO CONTAINMENT AND OVERFLOWED TO AN UNNAMED TRIBUTARY OF WET CANYON.,STORAGE TANK,UNKNOWN,1/2/18 13:30,OCCURRED,SE OF THE SW SECTION 23,WESTON DEEP 24-23,,,WESTON,CO,LAS ANIMAS,,,,,,,,,,,,,23,33 SOUTH,67 WEST,N
1200963,CALLER STATED THERE IS A COMPANY DUMPING RAW SEWAGE INTO A HOLDING POND THAT GOES TO TWO CREEKS (LOUISE CREEK AND HARRIS CREEK).  CALLER STATED THE SPILL IS POSSIBLY GOING INTO THE WELL WATER USED BY THE CITIZENS OF THE AREA.,FIXED,DUMPING,1/2/18 15:42,DISCOVERED,,MERLIN ROAD,,,MERLIN,OR,JOSEPHINE,,,,,,,,,,,,,,,,N
1200964,CALLER IS REPORTING A RELEASE OF STYRENE MONOMER FROM THE TANKER VESSEL CHEMBULK SAVANNAH INTO THE HOUSTON SHIP CHANNEL DUE TO A FAULTY VALVE ON THE VESSEL.,VESSEL,EQUIPMENT FAILURE,1/2/18 16:30,OCCURRED,VOPAK DEER PARK FACILTY,BERTH 4,,,DEER PARK,TX,HARRIS,,,,,,,,,,,,,,,,N
1200965,CALLER IS REPORTING THAT 10-15 GALLONS OF 10 WEIGHT OIL HAS BEEN DISCHARGED INTO THE LEVEE DRAINAGE SYSTEM AS A RESULT OF AN UNKNOWN CAUSE.,FIXED,UNKNOWN,1/2/18 16:15,OCCURRED,,N LEWISTON LEVEE SYSTEM,PUMP STATION PLANT B,,N LEWISTON,ID,NEZ PERCE,,,,,,,,,,,,,,,,N
1200966,CALLER IS REPORTING THAT AN UNKNOWN OIL HAS BEEN DISCHARGED ONTO THE ROAD DUE TO UNKNOWN CAUSES.,FIXED,UNKNOWN,1/2/18 16:00,OCCURRED,,3817 ALASKA AVE,,,KETCHIKAN,AK,KETCHIKAN GATEWAY,,,,,,,,,,,,,,,,N
1200967,"CALLER STATED THAT APPROXIMATELY 45 GALLONS OF DIESEL WAS DISCHARGED FROM THE SADDLE TANK OF A TRACTOR TRAILER ONTO PAVEMENT, DUE TO THE TRACTOR BEING STRUCK BY A TRAIN AT A GRADE CROSSING.",MOBILE,UNKNOWN,1/2/18 20:00,OCCURRED,,518 EAST HARRISON ST,,,STUTTGART,AR,ARKANSAS,,,,,,,,,,,,,,,,N
1200968,CALLER IS REPORTING THAT A TUG BOAT CREW DISCOVERED AN OIL SHEEN WHEN THE SUMP PUMP  PUMPED OUT INTO THE RIVER DUE TO INTERNAL TANK LEAK.,VESSEL,OPERATOR ERROR,1/2/18 19:30,OCCURRED,,RIVER MM 196,UPPER MISSISSIPPI RIVER,,WOOD RIVER,IL,MADISON,,,,,,,,,,,,,,,,N
1200969,CALLER IS REPORTING THAT THE FACILITY LOST A GENERATOR (POTENTIALLY DUE TO WEATHER) CAUSING A POWER OUTAGE RELEASING CARBON MONOXIDE AND NITROUS OXIDE TO THE FLARE.,FIXED,EQUIPMENT FAILURE,1/2/18 11:00,OCCURRED,SEE LAT AND LONG,5880 SM 1233,,,CRANE,TX,CRANE,79731,,,,31,30,4,N,102,38,27,W,,,,N
1200970,CALLER IS REPORTING THAT A TRACTOR TRAILER EXPERIENCED A MECHANICAL FAILURE RESULTING IN THE DISCHARGE OF MOTOR OIL ONTO THE GROUND AND INTO A STORM DRAIN.,MOBILE,EQUIPMENT FAILURE,1/3/18 2:45,OCCURRED,PILOT,1401 RIPLEY STREET,,,LAKE STATION,IN,LAKE,,,,,,,,,,,,,,,,N
1200971,"CALLER STATED THAT APPROXIMATELY 2000 GALLONS OF PHENOL WAS RELEASED FROM A RAIL CAR, AT A CHEMICAL FACILITY DUE TO OVERFLOW DURING A LOADING OPERATION.  SOME OF THE RELEASE HAS BEEN CONTAINED IN SECONDARY CONTAINMENT, HOWEVER SOME MATERIALS DISCHARGED ONTO PAVEMENT AND REACHED A NEARBY STORM DRAIN.",FIXED,UNKNOWN,1/3/18 4:45,OCCURRED,,MARGERETT & BERMUDA ST,,,PHILADELPHIA,PA,PHILADELPHIA,19137,,,,,,,,,,,,,,,N
1200972,CALLER IS REPORTING THAT THEY RECEIVED A REPORT OF A VESSEL THAT IS LEAKING OIL IN THE INTRACOASTAL WATERWAY.,VESSEL,UNKNOWN,1/3/18 5:25,DISCOVERED,,525 S SLAGER DRIVE,,,WEST PALM BEACH,FL,PALM BEACH,,,,,,,,,,,,,,,,N
1200973,CALLER IS REPORTING A RELEASE OF BLEACH FROM A LINE AT A CHEMICAL FACILITY ONTO THE GROUND.  CALLER STATES THE CAUSE AND IMPACTED MEDIUM ON THE GROUND ARE UNKNOWN.,FIXED,UNKNOWN,1/3/18 5:40,OCCURRED,,2402 DOUG BARNARD PKWY,,,AUGUSTA,GA,RICHMOND,30903,,,,,,,,,,,,,,,N
1200974,CALLER IS REPORTING A DISCHARGE OF DIESEL FUEL (ODOR AND SHEEN) THAT IS LIKELY COMING FROM BEHIND A NEIGHBORS BOAT. THE CALLER STATES THAT THE DISCHARGE IS LIKELY COMING FROM AN OLD CRAB BOAT THAT IS LEAKING DIESEL FUEL AND THE CRAB BOAT HAS HAD PRIOR ISSUES WITH POLLUTION DISCHARGES. THE SHEEN HAS BEEN ON GOING FOR FOUR DAYS. FD WAS CALLED OUT PRIOR.,VESSEL,DUMPING,1/3/18 7:28,OCCURRED,CANAL BEHIND ADDRESS,4663 SW 34TH TERRACE,,,FORT LAUDERDALE,FL,BROWARD,33312,,,,,,,,,,,,,,,N
1200975,CALLER REPORTED A TWO INCH FIRE LINE BURST IN THE FREEZING WEATHER AND STRUCK A CROP DUST TANK FLOODING THE BUILDING AND ESCAPED INTO A NEARBY CREEK.,STORAGE TANK,NATURAL PHENOMENON,1/3/18 5:00,DISCOVERED,,3800 NORTH MINGO RD.,,,TULSA,OK,TULSA,74127,,,,,,,,,,,,,,,N
1200976,CALLER IS REPORTING A 2 GALLON DISCHARGE OF TRANSFORMER OIL INTO A STORM DRAIN DUE TO EQUIPMENT FAILURE OF THE TRANSFORMER.,FIXED,EQUIPMENT FAILURE,1/3/18 8:00,DISCOVERED,,303 TUNA LN,,,OCEAN CITY,MD,WORCESTER,,,,,,,,,,,,,,,,N
1200977,"//THIS IS A 48 HOUR PHMSA UPDATE TO REPORT NUMBER 1200886// THE UPDATE IS THERE IS NO UPDATE AT THIS TIME. THE INFORMATION ORGINALLY PROVIDED IS THE SAME. THE INVESTIGATION IS STILL IN PROCESS. //THIS IS A 48 HOUR PHMSA UPDATE TO REPORT NUMBER 1200886//

//ORIGINAL INFORMATION REPORT NUMBER 1200886//
AN UNKNOWN AMOUNT OF NATURAL GAS RELEASED FROM A DISTRIBUTION PIPELINE (AT A  PRIVATE RESIDENCE), WHICH RESULTED IN A FIRE AND EXPLOSION. INITIAL CAUSE OF  INCIDENT IS UNKNOWN. FOUR OCCUPANTS OF THE HOME WERE EVACUATED; WITHOUT INJURY.",PIPELINE,UNKNOWN,1/3/18 8:25,OCCURRED,,3567 COLGATE LANE,,,IRVING,TX,DALLAS,,,,,,,,,,,,,,,,N
1200978,CALLER IS REPORTING A 300 GALLONS DISCHARGE OF WASTE MIXTURE OF GASOLINE AND WATER TO THE GROUND AND STORM DRAINS DUE TO THE WATER FREEZING AND FAILURE OF A JOINT ON A TANKER TRAILER THAT WAS USED TO STORED THE MIXTURE.,MOBILE,NATURAL PHENOMENON,1/2/18 16:30,DISCOVERED,,1800 CENTERPOINT PARKWAY,,,BIRMINGHAM,AL,JEFFERSON,35215,,,,,,,,,,,,,,,N
1200979,CALLER REPORTED A FLARING EVENT DUE TO LINES FREEZING.,FIXED,NATURAL PHENOMENON,1/3/18 6:30,DISCOVERED,,5900 HWY 225 EAST,,,DEER PARK,TX,HARRIS,77536,,,,,,,,,,,,,,,N
1200981,"CALLER STATED A FREIGHT TRAIN STUCK A SEMI TRUCK AT A RAILROAD CROSSING CAUSE A SPILL OF DIESEL FUEL. CALLER STATED CAUSE IS UNKNOWN AT THIS TIME. CALLER STATED THEY HAVE A ROUGH ESTIMATE IN DAMAGES TOTALLY BETWEEN $160,000 TO $200,000. CALLER STATED GATES, BELLS, AND FLASHERS WERE AT THE RAILROAD CROSSING LOCATION OF THE INCIDENT.",RAILROAD,UNKNOWN,1/2/18 15:48,OCCURRED,MILE POST 58.3,,,,SAINT JOSEPH,MO,BUCHANAN,,,,,,,,,,,,,,,,N
1200982,CALLER REPORTED A RELEASE OF MATERIALS DUE TO FLARING RESULTING FROM THE FREEZING TEMPERATURES.,FIXED,NATURAL PHENOMENON,1/1/18 6:00,OCCURRED,BRYANT G NORTH COMPRESSOR STATION,,,,MIDLAND,TX,MIDLAND,,,,,31,53,31,N,102,9,55,W,,,,N
1200983,CALLER IS REPORTING A DISCHARGE OF .036 GALLONS OF CRUDE OIL DUE TO EQUIPMENT MALFUNCTION OF A SHUTDOWN VALVE.,PLATFORM,EQUIPMENT FAILURE,1/3/18 7:30,OCCURRED,PLATFORM INCIDENT,,,,,LA,WEST DELTA 30,,,,,,,,,,,,,,,,N
1200985,"CALLER STATED THEY LOCATED A UNKNOWN SHEEN ON THE WARRIOR TOMBIGBEE RIVER DO TO UNKNOWN CAUSES. CALLER STATED UNKNOWN SHEEN IS 48 MILES ON THE RIVER FROM MOBILE, AL",UNKNOWN SHEEN,UNKNOWN,1/3/18 8:20,DISCOVERED,UNKNOWN SHEEN INCIDENT,,,,CALVERT,AL,WASHINGTON,,,,,,,,,,,,,,,,N
1200986,CALLER IS REPORTING THE 10 BARREL DISCHARGE OF PRODUCED SALT WATER DUE TO EQUIPMENT FAILURE OF A 4 INCH DISTRIBUTION LINE. NO CRUDE OIL WAS DISCHARGED.,PIPELINE,EQUIPMENT FAILURE,12/27/17 15:06,OCCURRED,SEE LAT/LONG,,,,SHIDLER,OK,OSAGE,,,,,36,50,25,N,96,44,36,W,2,27,5,N
1200987,CALLER REPORTED A FREEZE PLUG POPPED OFF A CHECK VALVE RESULTING IN A RELEASE OF MATERIALS.,FIXED,EQUIPMENT FAILURE,1/3/18 8:50,OCCURRED,,SEE LAT/LONG,,,BOURG,LA,LAFOURCHE,,,,,29,34,11,N,90,32,59,W,,,,N
1200988,CALLER STATED THERE IS A SUNKEN VESSEL LEAKING UNKNOWN OIL ON THE SURFACE OF A LOCAL WATER WAY DUE TO UNKNOWN CAUSES AT THIS TIME.,VESSEL,VESSEL SINKING,1/3/18 11:00,OCCURRED,BACKYARD OF ADDRESS LISTED BELOW,17 ALBERT ROAD,,,AMITYVILLE,NY,SUFFOLK,,,,,,,,,,,,,,,,N
1200989,CALLER IS REPORTING A 1.5 LITER DISCHARGE OF HYDRAULIC OIL INTO THE GULF OF MEXICO DUE TO THE EQUIPMENT FAILURE OF A HYDRAULIC LINE ON A UNDERWATER ROV AT 5900 FT. DEPTH.,VESSEL,EQUIPMENT FAILURE,1/3/18 9:50,OCCURRED,SEE LAT/LONG AND BLOCK NAME AND NUMBER,,,,,LA,MISSISSIPPI CANYON,,,,,28,9,46,N,88,29,2,W,,,,N
1200991,CALLER STATED A 2 INCH FIBERGLASS FLOW LINE DEVELOPED A HOLE CAUSING 5 BARRELS OF CRUDE OIL AND 60 BARRELS DRILLING BRINE TO FLOW INTO A DITCH.,PIPELINE,EQUIPMENT FAILURE,12/26/17 8:00,OCCURRED,,LAT 36.56387 N,LONG 96.54820 W,,FAIRFAX,OK,OSAGE,,,,,36,33,50,N,96,32,54,W,,,,N
1200992,CALLER REPORTED DURING SUBSEA OPERATIONS SOME HYDRAULIC OIL WAS RELEASED FROM THE ROV.,VESSEL,UNKNOWN,1/3/18 9:46,OCCURRED,,SEE LAT/LONG,,,,LA,MISSISSIPPI CANYON,,,,,28,9,48,N,88,29,0,W,,,,N
1200993,CALLER IS REPORTING A 1 GALLON RELEASE OF ALCOHOLS NOS DUE TO EQUIPMENT FAILURE OF A TANK CAR FLANGE.,RAILROAD,EQUIPMENT FAILURE,1/3/18 11:30,OCCURRED,,1 BELL CROSSING,,,SELKIRK,NY,ALBANY,,,,,,,,,,,,,,,,N
1200994,CALLER REPORTED A SITE GLASS DISCOVERED CRACKED THAT RESULTED IN THE RELEASE OF MATERIALS.,FIXED,EQUIPMENT FAILURE,1/3/18 7:00,DISCOVERED,,2201 OLD SPANISH TRAIL,,,WESTLAKE,LA,CALCASIEU,70669,,,,,,,,,,,,,,,N
1200995,CALLER STATED THERE WAS SPILL OF AN ANTIFREEZE AND WATER MIX FROM A TRACTOR TRAILER TRUCK AT THE INCIDENT LOCATION.,MOBILE,UNKNOWN,1/3/18 10:12,OCCURRED,,3500 INDUSTRIAL ROAD,MP: HP113,SD: HARRISBURG,HARRISBURG,PA,DAUPHIN,17110,,,,,,,,,,,,,,,N
1200996,CALLER REPORTED A FOUR INCH TRANSFER LINE SPLIT AND RESULTED IN A RELEASE OF MATERIALS.,PIPELINE,EQUIPMENT FAILURE,1/3/18 11:45,OCCURRED,RACCOON CREEK,,,,,KY,LESLIE,,,,,37,3,48,N,83,17,56,W,,,,N
1200997,CALLER IS REPORTING A RELEASE OF WATER MIXED WITH FERTILIZER DUE TO  EQUIPMENT FAILURE OF A WATER LINE BREAK IN A DRY BULK FERTILIZER FACILITY. WATER HAS LEFT THE FACILITY AND HAS POSSIBLY MADE IT TO A NEARBY STORM DRAIN. THE COMPANY IS TAKING SAMPLE TO DETERMINE IF THE WATER HAS REACHED THE STORM DRAIN.,FIXED,EQUIPMENT FAILURE,1/3/18 8:14,DISCOVERED,,300 EAST CHERRY ST,,,PHILLIP,SD,HAAKON,,,,,,,,,,,,,,,,N
1200999,CALLER IS REPORTING THAT FIVE GALLONS OF MOTOR OIL WERE DISCHARGED FROM A TRACTOR TRAILER TRUCK DUE TO UNKNOWN CAUSES.,MOBILE,UNKNOWN,1/3/18 8:00,OCCURRED,,10900 MEMPHIS AVE,,,BROOKLYN,OH,CUYAHOGA,,,,,,,,,,,,,,,,N
1201000,CALLER IS REPORTING THE DAILY TAYLOR ENERGY SPILL FROM A PLATFORM DUE TO DAMAGE FROM HURRICANE IVAN.,PLATFORM,HURRICANE,1/3/18 10:00,DISCOVERED,PLATFORM INCIDENT,,,,,LA,MISSISSIPPI CANYON 20,,,,,28,56,10,N,88,58,8,W,,,,N
1201001,CALLER STATED DUE TO AN EQUIPMENT FAILURE ON A SUMP LINE OF DIVERSION WATER THERE WAS A DISCHARGE OF OILY WATER AT THE REFINERY DOCK.,FIXED,EQUIPMENT FAILURE,1/3/18 11:35,OCCURRED,,2200 OLD SPANISH TRAIL,CALCASIEU RIVER,,WESTLAKE,LA,CALCASIEU,70669,,,,,,,,,,,,,,,N
1201004,CALLER STATED THERE IS A UNKNOWN SHEEN DUE TO UNKNOWN CAUSES. CALLER STATED NUMEROUS AGENCIES HAVE BEEN OUT TO LOCATION FOR THIS UNKNOWN IN THE PAST. CALLER STATED ITS IN THE BIG DEVELOPMENT CALLED THE MOORINGS.,UNKNOWN SHEEN,UNKNOWN,1/3/18 12:51,DISCOVERED,UNKNOWN SHEEN INCIDENT,103 SPRINGLINE DR,,,VERO BEACH,FL,INDIAN RIVER,32963,,,,,,,,,,,,,,,N
1201005,CALLER IS REPORTING A VESSEL SINKING WITH A POTENTIAL DISCHARGE OF DIESEL AND MOTOR OIL AT A PRIVATE WATERFRONT PROPERTY.,VESSEL,VESSEL SINKING,1/1/18 12:00,DISCOVERED,,110 COMMERCIAL ST,,,CATHLAMET,WA,WAHKIAKUM,,,,,,,,,,,,,,,,Y
1201006,CALLER STATED THERE IS A SUNKEN BLUE SINGLE MASTED SAILBOAT THAT IS SPILLING MATERIALS INTO THE WATER.,VESSEL,VESSEL SINKING,1/3/18 12:49,DISCOVERED,150 YARDS OFF OF THE MOREHEAD CITY DOCK,814 SHEPARD STREET,BOUGE SOUND,,MOREHEAD,NC,CARTERET,,,,,,,,,,,,,,,,N
1201007,CALLER STATED A 2 INCH OILY WATER SUBLINE RUPTURED DUE TO FREEZING TEMPERATURES CAUSING OILY WATER TO SPILL INTO A DITCH THAT LEADS TO THE CALCASIEU RIVER.,PIPELINE,EQUIPMENT FAILURE,1/3/18 11:30,OCCURRED,PHILLIP 66,2200 OLD SPANISH TRAIL,,,LAKE CHARLES,LA,CALCASIEU,,,,,,,,,,,,,,,,N
1201008,CALLER IS REPORTING A DISCHARGE OF HYDRAULIC OIL DUE TO EQUIPMENT FAILURE OF THE STEERING ON A 24 FT RESPONSE VESSEL.,VESSEL,EQUIPMENT FAILURE,1/3/18 13:00,OCCURRED,,610 SOUTH PHILADELPHIA AVE,,,OCEAN CITY,MD,WORCESTER,21842,,,,,,,,,,,,,,,N
1201009,CALLER IS REPORTING A DISCHARGE OF DIESEL DUE TO AN IMPOUNDED VESSEL SINKING AT THE DOCK.,VESSEL,VESSEL SINKING,1/3/18 9:00,DISCOVERED,,1600 HARBOR WAY,,,JUNEAU,AK,JUNEAU,,,,,,,,,,,,,,,,N
1201010,CALLER STATED A STORAGE TANK PRV (PRESSURE RELEASE VALVE) RELEASED GREATER THAN 10 POUNDS OF BENZENE & GREATER THAN 10 POUNDS OF 13 BUTADIENE DUE TO UNKNOWN CAUSES. CALLER STATED THE PRV IS CONNECTED TO TWO DIFFERENT STORAGE TANKS. THE TANK NUMBERS ARE 33757 & 33799,STORAGE TANK,UNKNOWN,1/3/18 8:10,OCCURRED,FLINT HILLS RESOURCES,4241 SAVANNAH AVE.,,,PORT ARTHUR,TX,JEFFERSON,77640,,,,,,,,,,,,,,,N
1201011,CALLER IS REPORTING THE RELEASE OF A HALF OF TON OF COAL TO THE BALLAST DUE TO EQUIPMENT MALFUNCTION OF A RAILCAR THAT SPLIT AT A LOADING FACILITY.,RAILROAD,EQUIPMENT FAILURE,1/3/18 12:05,OCCURRED,MILEPOST BT2.3 SUBDIVISON POCAHONTAS,TOM'S CREEK MINE,5703 CRUTCHFIELD DRIVE,,COEBURN,VA,WISE,,,,,,,,,,,,,,,,N
